workload,size,input_length,stack,operation,sample,loops,time_us
RK4,256,256,LFortran Enzyme,primal,6,8192,5.151000122070313
RK4,256,256,LFortran Enzyme,primal,7,8192,5.113313232421875
RK4,256,256,LFortran Enzyme,primal,8,8192,5.1042677001953125
RK4,256,256,LFortran Enzyme,vjp,0,8192,7.337903564453125
RK4,256,256,LFortran Enzyme,vjp,1,8192,6.779156372070313
RK4,256,256,LFortran Enzyme,vjp,2,8192,6.366693237304688
RK4,256,256,LFortran Enzyme,vjp,3,8192,7.02624560546875
RK4,256,256,LFortran Enzyme,vjp,4,8192,6.131769409179688
RK4,256,256,LFortran Enzyme,vjp,5,8192,6.504947021484375
RK4,256,256,LFortran Enzyme,vjp,6,8192,7.029731201171875
RK4,256,256,LFortran Enzyme,vjp,7,8192,6.170427368164063
RK4,256,256,LFortran Enzyme,vjp,8,8192,6.364690063476562
RK4,256,256,JAX JIT,primal,0,4096,7.270567138671875
RK4,256,256,JAX JIT,primal,1,4096,7.959426513671875
RK4,256,256,JAX JIT,primal,2,4096,7.2512802734375
RK4,256,256,JAX JIT,primal,3,4096,9.026246337890624
RK4,256,256,JAX JIT,primal,4,4096,7.665931396484375
RK4,256,256,JAX JIT,primal,5,4096,7.0809716796875
RK4,256,256,JAX JIT,primal,6,4096,8.26768798828125
RK4,256,256,JAX JIT,primal,7,4096,7.641982421875
RK4,256,256,JAX JIT,primal,8,4096,7.476179443359375
RK4,256,256,JAX JIT,primal_startup,0,1,24125.50593726337
RK4,256,256,JAX JIT,vjp,0,8192,6.6207646484375
RK4,256,256,JAX JIT,vjp,1,8192,6.3678955078125
RK4,256,256,JAX JIT,vjp,2,8192,6.898263916015625
RK4,256,256,JAX JIT,vjp,3,8192,7.268914794921875
RK4,256,256,JAX JIT,vjp,4,8192,7.057066650390625
RK4,256,256,JAX JIT,vjp,5,8192,7.606104248046875
RK4,256,256,JAX JIT,vjp,6,8192,7.434984619140625
RK4,256,256,JAX JIT,vjp,7,8192,6.668913208007813
RK4,256,256,JAX JIT,vjp,8,8192,6.513679321289063
RK4,256,256,JAX JIT,vjp_startup,0,1,41583.12699291855
RK4,1024,1024,C++ Enzyme,primal,0,2048,19.05320703125
RK4,1024,1024,C++ Enzyme,primal,1,2048,18.63734521484375
RK4,1024,1024,C++ Enzyme,primal,2,2048,19.8796865234375
RK4,1024,1024,C++ Enzyme,primal,3,2048,19.18720947265625
RK4,1024,1024,C++ Enzyme,primal,4,2048,20.24064501953125
RK4,1024,1024,C++ Enzyme,primal,5,2048,17.75289501953125
RK4,1024,1024,C++ Enzyme,primal,6,2048,17.6112216796875
RK4,1024,1024,C++ Enzyme,primal,7,2048,19.49311767578125
RK4,1024,1024,C++ Enzyme,primal,8,2048,18.990080078125
RK4,1024,1024,C++ Enzyme,vjp,0,4096,13.21809423828125
RK4,1024,1024,C++ Enzyme,vjp,1,4096,13.7171767578125
RK4,1024,1024,C++ Enzyme,vjp,2,4096,15.23571484375
RK4,1024,1024,C++ Enzyme,vjp,3,4096,14.209119384765625
RK4,1024,1024,C++ Enzyme,vjp,4,4096,16.11036376953125
RK4,1024,1024,C++ Enzyme,vjp,5,4096,14.541224853515626
RK4,1024,1024,C++ Enzyme,vjp,6,4096,15.103744873046875
RK4,1024,1024,C++ Enzyme,vjp,7,4096,15.4665771484375
RK4,1024,1024,C++ Enzyme,vjp,8,4096,16.895923583984374
RK4,1024,1024,Flang Enzyme,primal,0,2048,17.63226220703125
RK4,1024,1024,Flang Enzyme,primal,1,2048,18.10472021484375
RK4,1024,1024,Flang Enzyme,primal,2,2048,17.247685546875
RK4,1024,1024,Flang Enzyme,primal,3,2048,17.53407470703125
RK4,1024,1024,Flang Enzyme,primal,4,2048,18.2536630859375
RK4,1024,1024,Flang Enzyme,primal,5,2048,17.3214130859375
RK4,1024,1024,Flang Enzyme,primal,6,2048,19.4610751953125
RK4,1024,1024,Flang Enzyme,primal,7,2048,17.24774853515625
RK4,1024,1024,Flang Enzyme,primal,8,2048,17.9993212890625
RK4,1024,1024,Flang Enzyme,vjp,0,2048,14.509091796875
RK4,1024,1024,Flang Enzyme,vjp,1,2048,11.99270361328125
RK4,1024,1024,Flang Enzyme,vjp,2,2048,13.37017724609375
RK4,1024,1024,Flang Enzyme,vjp,3,2048,14.70955712890625
RK4,1024,1024,Flang Enzyme,vjp,4,2048,14.31213330078125
RK4,1024,1024,Flang Enzyme,vjp,5,2048,12.9262255859375
RK4,1024,1024,Flang Enzyme,vjp,6,2048,11.481359375
RK4,1024,1024,Flang Enzyme,vjp,7,2048,11.215291015625
RK4,1024,1024,Flang Enzyme,vjp,8,2048,11.5482529296875
RK4,1024,1024,LFortran Enzyme,primal,0,2048,15.5393193359375
RK4,1024,1024,LFortran Enzyme,primal,1,2048,15.97479345703125
RK4,1024,1024,LFortran Enzyme,primal,2,2048,16.234447265625
RK4,1024,1024,LFortran Enzyme,primal,3,2048,15.54790966796875
RK4,1024,1024,LFortran Enzyme,primal,4,2048,14.77659765625
RK4,1024,1024,LFortran Enzyme,primal,5,2048,13.86653759765625
RK4,1024,1024,LFortran Enzyme,primal,6,2048,13.8726279296875
RK4,1024,1024,LFortran Enzyme,primal,7,2048,15.45930029296875
RK4,1024,1024,LFortran Enzyme,primal,8,2048,14.04686767578125
RK4,1024,1024,LFortran Enzyme,vjp,0,4096,14.577455078125
RK4,1024,1024,LFortran Enzyme,vjp,1,4096,14.25380322265625
RK4,1024,1024,LFortran Enzyme,vjp,2,4096,12.468424560546875
RK4,1024,1024,LFortran Enzyme,vjp,3,4096,12.48183349609375
RK4,1024,1024,LFortran Enzyme,vjp,4,4096,11.757242919921875
RK4,1024,1024,LFortran Enzyme,vjp,5,4096,14.34292626953125
RK4,1024,1024,LFortran Enzyme,vjp,6,4096,13.863022705078125
RK4,1024,1024,LFortran Enzyme,vjp,7,4096,11.46826318359375
RK4,1024,1024,LFortran Enzyme,vjp,8,4096,12.282262939453124
RK4,1024,1024,JAX JIT,primal,0,4096,16.37012060546875
RK4,1024,1024,JAX JIT,primal,1,4096,14.5348798828125
RK4,1024,1024,JAX JIT,primal,2,4096,14.688205810546876
RK4,1024,1024,JAX JIT,primal,3,4096,14.309592041015625
RK4,1024,1024,JAX JIT,primal,4,4096,14.478819580078126
RK4,1024,1024,JAX JIT,primal,5,4096,14.506992919921874
RK4,1024,1024,JAX JIT,primal,6,4096,14.51292431640625
RK4,1024,1024,JAX JIT,primal,7,4096,14.821856201171874
RK4,1024,1024,JAX JIT,primal,8,4096,16.430380615234377
RK4,1024,1024,JAX JIT,primal_startup,0,1,22668.760968372226
RK4,1024,1024,JAX JIT,vjp,0,4096,13.69236181640625
RK4,1024,1024,JAX JIT,vjp,1,4096,13.449364990234375
RK4,1024,1024,JAX JIT,vjp,2,4096,13.3822900390625
RK4,1024,1024,JAX JIT,vjp,3,4096,14.082481689453125
RK4,1024,1024,JAX JIT,vjp,4,4096,13.6384736328125
RK4,1024,1024,JAX JIT,vjp,5,4096,13.8346904296875
RK4,1024,1024,JAX JIT,vjp,6,4096,13.342405517578126
RK4,1024,1024,JAX JIT,vjp,7,4096,12.507890869140626
RK4,1024,1024,JAX JIT,vjp,8,4096,14.93834033203125
RK4,1024,1024,JAX JIT,vjp_startup,0,1,44703.877065330744
FFT,16,32,C++ Enzyme,primal,0,8192,5.570213012695312
FFT,16,32,C++ Enzyme,primal,1,8192,5.891651245117187
FFT,16,32,C++ Enzyme,primal,2,8192,3.965210693359375
FFT,16,32,C++ Enzyme,primal,3,8192,4.868273803710937
FFT,16,32,C++ Enzyme,primal,4,8192,3.839369384765625
FFT,16,32,C++ Enzyme,primal,5,8192,3.7456405029296875
FFT,16,32,C++ Enzyme,primal,6,8192,3.777695556640625
FFT,16,32,C++ Enzyme,primal,7,8192,3.6758262939453124
FFT,16,32,C++ Enzyme,primal,8,8192,3.6839580078125
FFT,16,32,C++ Enzyme,vjp,0,8192,6.673418823242187
FFT,16,32,C++ Enzyme,vjp,1,8192,6.682858032226562
FFT,16,32,C++ Enzyme,vjp,2,8192,7.113719970703125
FFT,16,32,C++ Enzyme,vjp,3,8192,7.269745239257812
FFT,16,32,C++ Enzyme,vjp,4,8192,6.93192724609375
FFT,16,32,C++ Enzyme,vjp,5,8192,9.558837036132813
FFT,16,32,C++ Enzyme,vjp,6,8192,7.302063232421875
FFT,16,32,C++ Enzyme,vjp,7,8192,8.553824096679687
FFT,16,32,C++ Enzyme,vjp,8,8192,7.489018432617187
FFT,16,32,Flang Enzyme,primal,0,16384,3.2095532836914065
FFT,16,32,Flang Enzyme,primal,1,16384,3.6958108520507813
FFT,16,32,Flang Enzyme,primal,2,16384,3.0500143432617186
FFT,16,32,Flang Enzyme,primal,3,16384,3.060863037109375
FFT,16,32,Flang Enzyme,primal,4,16384,3.131642150878906
FFT,16,32,Flang Enzyme,primal,5,16384,3.1248239135742186
FFT,16,32,Flang Enzyme,primal,6,16384,3.5851488037109376
FFT,16,32,Flang Enzyme,primal,7,16384,4.296553588867187
FFT,16,32,Flang Enzyme,primal,8,16384,4.7180700073242186
FFT,16,32,Flang Enzyme,vjp,0,8192,6.546387329101562
FFT,16,32,Flang Enzyme,vjp,1,8192,8.25347900390625
FFT,16,32,Flang Enzyme,vjp,2,8192,6.52500439453125
FFT,16,32,Flang Enzyme,vjp,3,8192,6.379197265625
FFT,16,32,Flang Enzyme,vjp,4,8192,8.211424682617187
FFT,16,32,Flang Enzyme,vjp,5,8192,8.910606201171875
FFT,16,32,Flang Enzyme,vjp,6,8192,6.8693544921875
FFT,16,32,Flang Enzyme,vjp,7,8192,9.203232788085938
FFT,16,32,Flang Enzyme,vjp,8,8192,6.59380224609375
FFT,16,32,LFortran Enzyme,primal,0,8192,4.042045043945312
FFT,16,32,LFortran Enzyme,primal,1,8192,3.9104017333984373
FFT,16,32,LFortran Enzyme,primal,2,8192,3.762941162109375
FFT,16,32,LFortran Enzyme,primal,3,8192,3.8824718017578124
FFT,16,32,LFortran Enzyme,primal,4,8192,4.005095581054688
FFT,16,32,LFortran Enzyme,primal,5,8192,3.8855245361328126
FFT,16,32,LFortran Enzyme,primal,6,8192,4.078182373046875
FFT,16,32,LFortran Enzyme,primal,7,8192,3.8643492431640625
FFT,16,32,LFortran Enzyme,primal,8,8192,3.738302490234375
FFT,16,32,LFortran Enzyme,vjp,0,4096,7.178897705078125
FFT,16,32,LFortran Enzyme,vjp,1,4096,7.182153564453125
FFT,16,32,LFortran Enzyme,vjp,2,4096,7.165855712890625
FFT,16,32,LFortran Enzyme,vjp,3,4096,7.14757421875
FFT,16,32,LFortran Enzyme,vjp,4,4096,7.323740966796875
FFT,16,32,LFortran Enzyme,vjp,5,4096,9.343308837890625
FFT,16,32,LFortran Enzyme,vjp,6,4096,7.276515625
FFT,16,32,LFortran Enzyme,vjp,7,4096,7.1211865234375
FFT,16,32,LFortran Enzyme,vjp,8,4096,7.115154541015625
FFT,16,32,JAX JIT,primal,0,8192,4.922827270507812
FFT,16,32,JAX JIT,primal,1,8192,4.903150268554688
FFT,16,32,JAX JIT,primal,2,8192,4.940364013671875
FFT,16,32,JAX JIT,primal,3,8192,4.895089477539062
FFT,16,32,JAX JIT,primal,4,8192,4.914192749023438
FFT,16,32,JAX JIT,primal,5,8192,4.895884399414062
FFT,16,32,JAX JIT,primal,6,8192,4.9211259765625
FFT,16,32,JAX JIT,primal,7,8192,4.91803173828125
FFT,16,32,JAX JIT,primal,8,8192,4.922352661132813
FFT,16,32,JAX JIT,primal_startup,0,1,75822.51296844333
FFT,16,32,JAX JIT,vjp,0,8192,8.237237548828125
FFT,16,32,JAX JIT,vjp,1,8192,5.611512817382812
FFT,16,32,JAX JIT,vjp,2,8192,5.612810302734375
FFT,16,32,JAX JIT,vjp,3,8192,5.5532205810546875
FFT,16,32,JAX JIT,vjp,4,8192,5.698885620117188
FFT,16,32,JAX JIT,vjp,5,8192,5.569158813476562
FFT,16,32,JAX JIT,vjp,6,8192,5.498899536132813
FFT,16,32,JAX JIT,vjp,7,8192,5.972525146484375
FFT,16,32,JAX JIT,vjp,8,8192,6.45991455078125
FFT,16,32,JAX JIT,vjp_startup,0,1,119509.07402206212
FFT,64,128,C++ Enzyme,primal,0,2048,11.77229345703125
FFT,64,128,C++ Enzyme,primal,1,2048,11.43141650390625
FFT,64,128,C++ Enzyme,primal,2,2048,11.61949072265625
FFT,64,128,C++ Enzyme,primal,3,2048,11.78012060546875
FFT,64,128,C++ Enzyme,primal,4,2048,11.7438017578125
FFT,64,128,C++ Enzyme,primal,5,2048,11.2430927734375
FFT,64,128,C++ Enzyme,primal,6,2048,10.92976318359375
FFT,64,128,C++ Enzyme,primal,7,2048,11.00181787109375
FFT,64,128,C++ Enzyme,primal,8,2048,10.70041943359375
FFT,64,128,C++ Enzyme,vjp,0,2048,18.90578515625
FFT,64,128,C++ Enzyme,vjp,1,2048,18.60012646484375
FFT,64,128,C++ Enzyme,vjp,2,2048,18.7372060546875
FFT,64,128,C++ Enzyme,vjp,3,2048,18.715421875
FFT,64,128,C++ Enzyme,vjp,4,2048,18.69234130859375
FFT,64,128,C++ Enzyme,vjp,5,2048,19.42902294921875
FFT,64,128,C++ Enzyme,vjp,6,2048,20.18590771484375
FFT,64,128,C++ Enzyme,vjp,7,2048,27.159435546875
FFT,64,128,C++ Enzyme,vjp,8,2048,21.18327099609375
FFT,64,128,Flang Enzyme,primal,0,4096,6.938579345703125
FFT,64,128,Flang Enzyme,primal,1,4096,6.56692431640625
FFT,64,128,Flang Enzyme,primal,2,4096,6.974134521484375
FFT,64,128,Flang Enzyme,primal,3,4096,7.43317333984375
FFT,64,128,Flang Enzyme,primal,4,4096,6.903395751953125
FFT,64,128,Flang Enzyme,primal,5,4096,8.33579248046875
FFT,64,128,Flang Enzyme,primal,6,4096,7.938823486328125
FFT,64,128,Flang Enzyme,primal,7,4096,6.553720458984375
FFT,64,128,Flang Enzyme,primal,8,4096,7.076429443359375
FFT,64,128,Flang Enzyme,vjp,0,2048,20.9612216796875
FFT,64,128,Flang Enzyme,vjp,1,2048,20.38023388671875
FFT,64,128,Flang Enzyme,vjp,2,2048,14.91158837890625
FFT,64,128,Flang Enzyme,vjp,3,2048,13.83626123046875
FFT,64,128,Flang Enzyme,vjp,4,2048,14.95727978515625
FFT,64,128,Flang Enzyme,vjp,5,2048,15.33913671875
FFT,64,128,Flang Enzyme,vjp,6,2048,15.26770849609375
FFT,64,128,Flang Enzyme,vjp,7,2048,18.6683115234375
FFT,64,128,Flang Enzyme,vjp,8,2048,16.74127197265625
FFT,64,128,LFortran Enzyme,primal,0,4096,11.046017333984375
FFT,64,128,LFortran Enzyme,primal,1,4096,10.98101904296875
FFT,64,128,LFortran Enzyme,primal,2,4096,10.820418701171874
FFT,64,128,LFortran Enzyme,primal,3,4096,11.2887646484375
FFT,64,128,LFortran Enzyme,primal,4,4096,12.3696884765625
FFT,64,128,LFortran Enzyme,primal,5,4096,10.643936279296875
FFT,64,128,LFortran Enzyme,primal,6,4096,11.512773193359376
FFT,64,128,LFortran Enzyme,primal,7,4096,11.11227978515625
FFT,64,128,LFortran Enzyme,primal,8,4096,12.623266845703125
FFT,64,128,LFortran Enzyme,vjp,0,2048,23.2199853515625
FFT,64,128,LFortran Enzyme,vjp,1,2048,23.48478564453125
FFT,64,128,LFortran Enzyme,vjp,2,2048,21.54595166015625
FFT,64,128,LFortran Enzyme,vjp,3,2048,21.40870556640625
FFT,64,128,LFortran Enzyme,vjp,4,2048,21.4316494140625
FFT,64,128,LFortran Enzyme,vjp,5,2048,23.13168408203125
FFT,64,128,LFortran Enzyme,vjp,6,2048,21.4218994140625
FFT,64,128,LFortran Enzyme,vjp,7,2048,21.6237890625
FFT,64,128,LFortran Enzyme,vjp,8,2048,22.70114111328125
FFT,64,128,JAX JIT,primal,0,4096,10.26605126953125
FFT,64,128,JAX JIT,primal,1,4096,10.504234375
FFT,64,128,JAX JIT,primal,2,4096,9.336922119140626
FFT,64,128,JAX JIT,primal,3,4096,9.464046630859375
FFT,64,128,JAX JIT,primal,4,4096,9.687893798828124
FFT,64,128,JAX JIT,primal,5,4096,10.476413330078126
FFT,64,128,JAX JIT,primal,6,4096,9.515327392578126
FFT,64,128,JAX JIT,primal,7,4096,9.7851669921875
FFT,64,128,JAX JIT,primal,8,4096,9.43112548828125
FFT,64,128,JAX JIT,primal_startup,0,1,96328.97900883108
FFT,64,128,JAX JIT,vjp,0,4096,13.876123779296876
FFT,64,128,JAX JIT,vjp,1,4096,13.827095703125
FFT,64,128,JAX JIT,vjp,2,4096,14.48262060546875
FFT,64,128,JAX JIT,vjp,3,4096,12.283505615234375
FFT,64,128,JAX JIT,vjp,4,4096,12.5248564453125
FFT,64,128,JAX JIT,vjp,5,4096,11.34503271484375
FFT,64,128,JAX JIT,vjp,6,4096,16.050238037109374
FFT,64,128,JAX JIT,vjp,7,4096,11.5169365234375
FFT,64,128,JAX JIT,vjp,8,4096,13.16837158203125
FFT,64,128,JAX JIT,vjp_startup,0,1,164680.99295161664
FFT,256,512,C++ Enzyme,primal,0,1024,62.6895986328125
FFT,256,512,C++ Enzyme,primal,1,1024,49.8131923828125
FFT,256,512,C++ Enzyme,primal,2,1024,47.28494140625
FFT,256,512,C++ Enzyme,primal,3,1024,51.2018642578125
FFT,256,512,C++ Enzyme,primal,4,1024,54.6316787109375
FFT,256,512,C++ Enzyme,primal,5,1024,48.834287109375
FFT,256,512,C++ Enzyme,primal,6,1024,50.622912109375
FFT,256,512,C++ Enzyme,primal,7,1024,51.361197265625
FFT,256,512,C++ Enzyme,primal,8,1024,47.0374931640625
FFT,256,512,C++ Enzyme,vjp,0,512,89.020421875
FFT,256,512,C++ Enzyme,vjp,1,512,121.016443359375
FFT,256,512,C++ Enzyme,vjp,2,512,85.767474609375
FFT,256,512,C++ Enzyme,vjp,3,512,87.33568359375
FFT,256,512,C++ Enzyme,vjp,4,512,119.369060546875
FFT,256,512,C++ Enzyme,vjp,5,512,107.094248046875
FFT,256,512,C++ Enzyme,vjp,6,512,86.76451171875
FFT,256,512,C++ Enzyme,vjp,7,512,94.636943359375
FFT,256,512,C++ Enzyme,vjp,8,512,119.0479296875
FFT,256,512,Flang Enzyme,primal,0,2048,24.56599853515625
FFT,256,512,Flang Enzyme,primal,1,2048,24.5594580078125
FFT,256,512,Flang Enzyme,primal,2,2048,24.5749267578125
FFT,256,512,Flang Enzyme,primal,3,2048,27.291931640625
FFT,256,512,Flang Enzyme,primal,4,2048,26.6545634765625
FFT,256,512,Flang Enzyme,primal,5,2048,25.878970703125
FFT,256,512,Flang Enzyme,primal,6,2048,26.49315576171875
FFT,256,512,Flang Enzyme,primal,7,2048,27.06316552734375
FFT,256,512,Flang Enzyme,primal,8,2048,25.14370361328125
FFT,256,512,Flang Enzyme,vjp,0,512,51.138345703125
FFT,256,512,Flang Enzyme,vjp,1,512,57.582462890625
FFT,256,512,Flang Enzyme,vjp,2,512,52.968005859375
FFT,256,512,Flang Enzyme,vjp,3,512,54.288228515625
FFT,256,512,Flang Enzyme,vjp,4,512,56.862181640625
FFT,256,512,Flang Enzyme,vjp,5,512,81.36934375
FFT,256,512,Flang Enzyme,vjp,6,512,80.413224609375
FFT,256,512,Flang Enzyme,vjp,7,512,52.08287890625
FFT,256,512,Flang Enzyme,vjp,8,512,51.27986328125
FFT,256,512,LFortran Enzyme,primal,0,1024,49.035125
FFT,256,512,LFortran Enzyme,primal,1,1024,51.04088671875
FFT,256,512,LFortran Enzyme,primal,2,1024,46.282349609375
FFT,256,512,LFortran Enzyme,primal,3,1024,46.7315263671875
FFT,256,512,LFortran Enzyme,primal,4,1024,47.1049345703125
FFT,256,512,LFortran Enzyme,primal,5,1024,46.8353056640625
FFT,256,512,LFortran Enzyme,primal,6,1024,46.7182392578125
FFT,256,512,LFortran Enzyme,primal,7,1024,47.072490234375
FFT,256,512,LFortran Enzyme,primal,8,1024,47.121890625
FFT,256,512,LFortran Enzyme,vjp,0,512,93.9123359375
FFT,256,512,LFortran Enzyme,vjp,1,512,93.9417265625
FFT,256,512,LFortran Enzyme,vjp,2,512,108.2640703125
FFT,256,512,LFortran Enzyme,vjp,3,512,94.4993203125
FFT,256,512,LFortran Enzyme,vjp,4,512,105.276330078125
FFT,256,512,LFortran Enzyme,vjp,5,512,102.40854296875
FFT,256,512,LFortran Enzyme,vjp,6,512,98.72583984375
FFT,256,512,LFortran Enzyme,vjp,7,512,96.842330078125
FFT,256,512,LFortran Enzyme,vjp,8,512,95.063333984375
FFT,256,512,JAX JIT,primal,0,2048,24.0715654296875
FFT,256,512,JAX JIT,primal,1,2048,24.108197265625
FFT,256,512,JAX JIT,primal,2,2048,22.24304150390625
FFT,256,512,JAX JIT,primal,3,2048,21.03778173828125
FFT,256,512,JAX JIT,primal,4,2048,23.77749560546875
FFT,256,512,JAX JIT,primal,5,2048,27.9096435546875
FFT,256,512,JAX JIT,primal,6,2048,22.86654052734375
FFT,256,512,JAX JIT,primal,7,2048,21.78986328125
FFT,256,512,JAX JIT,primal,8,2048,23.61885205078125
FFT,256,512,JAX JIT,primal_startup,0,1,115794.87402923405
FFT,256,512,JAX JIT,vjp,0,1024,42.8907919921875
FFT,256,512,JAX JIT,vjp,1,1024,47.07856640625
FFT,256,512,JAX JIT,vjp,2,1024,36.941669921875
FFT,256,512,JAX JIT,vjp,3,1024,39.033033203125
FFT,256,512,JAX JIT,vjp,4,1024,38.5553173828125
FFT,256,512,JAX JIT,vjp,5,1024,38.6668447265625
FFT,256,512,JAX JIT,vjp,6,1024,36.084615234375
FFT,256,512,JAX JIT,vjp,7,1024,38.9168369140625
FFT,256,512,JAX JIT,vjp,8,1024,44.735234375
FFT,256,512,JAX JIT,vjp_startup,0,1,199819.42407321185
FFT,1024,2048,C++ Enzyme,primal,0,256,234.8311875
FFT,1024,2048,C++ Enzyme,primal,1,256,303.51426171875
FFT,1024,2048,C++ Enzyme,primal,2,256,232.8669375
FFT,1024,2048,C++ Enzyme,primal,3,256,226.1296328125
FFT,1024,2048,C++ Enzyme,primal,4,256,228.4665
FFT,1024,2048,C++ Enzyme,primal,5,256,226.5134453125
FFT,1024,2048,C++ Enzyme,primal,6,256,218.17616796875
FFT,1024,2048,C++ Enzyme,primal,7,256,288.45439453125
FFT,1024,2048,C++ Enzyme,primal,8,256,220.08738671875
FFT,1024,2048,C++ Enzyme,vjp,0,128,428.6251953125
FFT,1024,2048,C++ Enzyme,vjp,1,128,408.6253203125
FFT,1024,2048,C++ Enzyme,vjp,2,128,414.8931484375
FFT,1024,2048,C++ Enzyme,vjp,3,128,417.329609375
FFT,1024,2048,C++ Enzyme,vjp,4,128,444.197828125
FFT,1024,2048,C++ Enzyme,vjp,5,128,379.5768203125
FFT,1024,2048,C++ Enzyme,vjp,6,128,378.3196875
FFT,1024,2048,C++ Enzyme,vjp,7,128,369.9286328125
FFT,1024,2048,C++ Enzyme,vjp,8,128,377.36796875
FFT,1024,2048,Flang Enzyme,primal,0,512,114.03926953125
FFT,1024,2048,Flang Enzyme,primal,1,512,127.20967578125
FFT,1024,2048,Flang Enzyme,primal,2,512,116.7588671875
FFT,1024,2048,Flang Enzyme,primal,3,512,113.996494140625
FFT,1024,2048,Flang Enzyme,primal,4,512,114.764623046875
FFT,1024,2048,Flang Enzyme,primal,5,512,113.656439453125
FFT,1024,2048,Flang Enzyme,primal,6,512,147.6763125
FFT,1024,2048,Flang Enzyme,primal,7,512,134.468376953125
FFT,1024,2048,Flang Enzyme,primal,8,512,114.50994140625
FFT,1024,2048,Flang Enzyme,vjp,0,128,366.140328125
FFT,1024,2048,Flang Enzyme,vjp,1,128,260.327796875
FFT,1024,2048,Flang Enzyme,vjp,2,128,343.4280703125
FFT,1024,2048,Flang Enzyme,vjp,3,128,366.5279296875
FFT,1024,2048,Flang Enzyme,vjp,4,128,234.5973515625
FFT,1024,2048,Flang Enzyme,vjp,5,128,233.9479296875
FFT,1024,2048,Flang Enzyme,vjp,6,128,243.0649453125
FFT,1024,2048,Flang Enzyme,vjp,7,128,257.40525
FFT,1024,2048,Flang Enzyme,vjp,8,128,386.986171875
FFT,1024,2048,LFortran Enzyme,primal,0,128,259.53340625
FFT,1024,2048,LFortran Enzyme,primal,1,128,328.4539921875
FFT,1024,2048,LFortran Enzyme,primal,2,128,328.8520859375
FFT,1024,2048,LFortran Enzyme,primal,3,128,261.8002578125
FFT,1024,2048,LFortran Enzyme,primal,4,128,238.102859375
FFT,1024,2048,LFortran Enzyme,primal,5,128,220.846671875
FFT,1024,2048,LFortran Enzyme,primal,6,128,239.625734375
FFT,1024,2048,LFortran Enzyme,primal,7,128,261.365375
FFT,1024,2048,LFortran Enzyme,primal,8,128,226.9728984375
FFT,1024,2048,LFortran Enzyme,vjp,0,128,444.1999375
FFT,1024,2048,LFortran Enzyme,vjp,1,128,491.3467578125
FFT,1024,2048,LFortran Enzyme,vjp,2,128,597.858421875
FFT,1024,2048,LFortran Enzyme,vjp,3,128,515.1408203125
FFT,1024,2048,LFortran Enzyme,vjp,4,128,468.0177109375
FFT,1024,2048,LFortran Enzyme,vjp,5,128,514.775359375
FFT,1024,2048,LFortran Enzyme,vjp,6,128,466.73725
FFT,1024,2048,LFortran Enzyme,vjp,7,128,498.754703125
FFT,1024,2048,LFortran Enzyme,vjp,8,128,441.98028125
FFT,1024,2048,JAX JIT,primal,0,256,116.26465625
FFT,1024,2048,JAX JIT,primal,1,256,104.02201171875
FFT,1024,2048,JAX JIT,primal,2,256,97.95515234375
FFT,1024,2048,JAX JIT,primal,3,256,101.830109375
FFT,1024,2048,JAX JIT,primal,4,256,102.38106640625
FFT,1024,2048,JAX JIT,primal,5,256,101.89840234375
FFT,1024,2048,JAX JIT,primal,6,256,105.843140625
FFT,1024,2048,JAX JIT,primal,7,256,128.6766015625
FFT,1024,2048,JAX JIT,primal,8,256,112.222625
FFT,1024,2048,JAX JIT,primal_startup,0,1,142759.7108995542
FFT,1024,2048,JAX JIT,vjp,0,256,248.73336328125
FFT,1024,2048,JAX JIT,vjp,1,256,248.98407421875
FFT,1024,2048,JAX JIT,vjp,2,256,243.05112890625
FFT,1024,2048,JAX JIT,vjp,3,256,208.2213125
FFT,1024,2048,JAX JIT,vjp,4,256,180.7955625
FFT,1024,2048,JAX JIT,vjp,5,256,177.50471484375
FFT,1024,2048,JAX JIT,vjp,6,256,207.87158984375
FFT,1024,2048,JAX JIT,vjp,7,256,245.6247734375
FFT,1024,2048,JAX JIT,vjp,8,256,241.66684375
FFT,1024,2048,JAX JIT,vjp_startup,0,1,253099.92500115186
Bruss,8,128,C++ Enzyme,primal,0,4096,2.677876220703125
Bruss,8,128,C++ Enzyme,primal,1,4096,2.546691650390625
Bruss,8,128,C++ Enzyme,primal,2,4096,2.57053271484375
Bruss,8,128,C++ Enzyme,primal,3,4096,2.555656005859375
Bruss,8,128,C++ Enzyme,primal,4,4096,2.557977294921875
Bruss,8,128,C++ Enzyme,primal,5,4096,2.5679619140625
Bruss,8,128,C++ Enzyme,primal,6,4096,2.71326025390625
Bruss,8,128,C++ Enzyme,primal,7,4096,2.65342822265625
Bruss,8,128,C++ Enzyme,primal,8,4096,3.231451171875
Bruss,8,128,C++ Enzyme,vjp,0,8192,5.692118774414062
Bruss,8,128,C++ Enzyme,vjp,1,8192,4.878198364257813
Bruss,8,128,C++ Enzyme,vjp,2,8192,4.852265869140625
Bruss,8,128,C++ Enzyme,vjp,3,8192,6.622299560546875
Bruss,8,128,C++ Enzyme,vjp,4,8192,6.31410888671875
Bruss,8,128,C++ Enzyme,vjp,5,8192,6.53440185546875
Bruss,8,128,C++ Enzyme,vjp,6,8192,4.897595336914063
Bruss,8,128,C++ Enzyme,vjp,7,8192,5.266831176757813
